generated_status,decision,reviewer,review_notes,hr_rank,hr_frequency,ekavian_lemma,ijekavian_lemma,ikavian_suggestion,rule,family_anchor,upos,compatible_msd_slots,changed_surface_pairs,ambiguous_msd_slots,reasons
known,,,,14,7808048,hteti,htjeti,htiti,je→e,dospeti↔dospjeti,ADV|AUX|VERB,22,15,7,ambiguous-surface-variants
known,,,,59,1496203,čovek,čovjek,čovik,je→e,čovekov↔čovjekov,NOUN,14,7,0,
known,,,,64,1407547,vreme,vrijeme,vrime,ije→e,nevreme↔nevrijeme,NOUN,13,3,1,ambiguous-surface-variants
known,,,,68,1355233,videti,vidjeti,viditi,je→e,predvideti↔predvidjeti,ADJ|ADV|VERB,66,19,16,ambiguous-surface-variants
known,,,,78,1174344,želeti,željeti,želiti,je→e,voleti↔voljeti,ADJ|ADV|VERB,54,6,16,ambiguous-surface-variants
known,,,,84,1055563,dete,dijete,dite,ije→e,,NOUN,14,14,0,no-higher-trust-family-anchor
known,,,,88,1042458,deo,dio,,i→e,,NOUN,14,12,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources
known,,,,93,961518,pre,prije,pri,ije→e,najpre↔najprije,ADP,1,1,0,fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,100,850126,uvek,uvijek,uvik,ije→e,,ADV,1,1,0,no-higher-trust-family-anchor|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,103,825989,mesto,mjesto,misto,je→e,umesto↔umjesto,ADP|NOUN,14,14,1,ambiguous-surface-variants
known,,,,106,812596,gde,gdje,gdi,je→e,negde↔negdje,ADV|SCONJ,2,2,0,fewer-than-three-compatible-msd-slots
review,,,,113,754410,svet,svijet,svit,ije→e,svest↔svijest,NOUN,13,13,1,ambiguous-surface-variants
review,,,,139,640374,cel,cijel,cil,ije→e,celost↔cijelost,ADJ,88,88,48,ambiguous-surface-variants
known,,,,141,625110,mesec,mjesec,misec,je→e,mesečni↔mjesečni,NOUN,12,12,2,ambiguous-surface-variants
known,,,,150,578767,predsednik,predsjednik,predsidnik,je→e,predsednica↔predsjednica,NOUN,13,13,1,ambiguous-surface-variants
known,,,,154,559893,voleti,voljeti,voliti,je→e,želeti↔željeti,ADJ|ADV|VERB,54,6,16,ambiguous-surface-variants
known,,,,158,549325,živeti,živjeti,živiti,je→e,hteti↔htjeti,ADJ|ADV|VERB,60,43,16,ambiguous-surface-variants
review,,,,176,487177,netko,nitko,,i→e,,PRON,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,178,483728,reč,riječ,rič,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,184,479208,verovati,vjerovati,virovati,je→e,poverovati↔povjerovati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,209,441790,cena,cijena,cina,ije→e,ceniti↔cijeniti,NOUN,13,13,1,ambiguous-surface-variants
known,,,,212,430891,ovde,ovdje,ovdi,je→e,,ADV,1,1,0,no-higher-trust-family-anchor|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,221,417798,pre,pri,,i→e,,ADP,0,0,0,i-reflex-review-only|competing-ekavian-sources|conflicts-with-higher-trust-ekavian-map|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,227,407608,oteći,otići,,i→e,,ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,229,406378,ne,ni,,i→e,,PART,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,230,404909,uspeti,uspjeti,uspiti,je→e,dospeti↔dospjeti,ADV|VERB,23,18,0,
review,,,,247,383247,preča,priča,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,282,339281,nekad,nikad,,i→e,,ADV,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,316,306272,telo,tijelo,tilo,ije→e,,NOUN,7,7,7,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,329,294464,svetski,svjetski,svitski,je→e,,ADJ|ADV,84,84,48,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,334,288553,doneti,donijeti,doniti,ije→e,uneti↔unijeti,ADJ|ADV|VERB,60,50,16,ambiguous-surface-variants
review,,,,336,286400,uvet,uvjet,uvit,je→e,savet↔savjet,NOUN,13,13,1,ambiguous-surface-variants
known,,,,344,283732,smeti,smjeti,smiti,je→e,razumeti↔razumjeti,VERB,22,17,0,
accepted,,,,347,282630,sudelovati,sudjelovati,sudilovati,je→e,delovati↔djelovati,ADV|VERB,23,23,0,
known,,,,360,268892,pesma,pjesma,pisma,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,363,267426,poslednji,posljednji,poslidnji,je→e,posledica↔posljedica,ADJ,28,28,16,ambiguous-surface-variants
review,,,,373,260905,nekada,nikada,,i→e,,ADV,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,375,260446,osećati,osjećati,osićati,je→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,381,255194,pobeda,pobjeda,pobida,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,402,244272,steći,stići,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,418,236630,lep,lijep,lip,ije→e,,ADJ,91,91,48,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,430,231155,lega,liga,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,455,221418,delovati,djelovati,dilovati,je→e,delo↔djelo,ADV|VERB,23,23,0,
known,,,,473,214136,veće,vijeće,viće,ije→e,prispeće↔prispijeće,NOUN,13,13,1,ambiguous-surface-variants
known,,,,480,212670,umesto,umjesto,umisto,je→e,mesto↔mjesto,ADP|ADV,2,2,0,fewer-than-three-compatible-msd-slots
known,,,,500,203382,rešiti,riješiti,rišiti,ije→e,razrešiti↔razriješiti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,501,202680,promeniti,promijeniti,prominiti,ije→e,ceniti↔cijeniti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,503,201526,nekakav,nikakav,,i→e,,DET,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,506,200132,stoleće,stoljeće,stoliće,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,514,197172,zahtev,zahtjev,zahtiv,je→e,zahtevni↔zahtjevni,NOUN,13,13,1,ambiguous-surface-variants
known,,,,528,193245,slediti,slijediti,sliditi,ije→e,uslediti↔uslijediti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,533,191822,primer,primjer,primir,je→e,primerak↔primjerak,NOUN,12,12,2,ambiguous-surface-variants
known,,,,534,191487,promena,promjena,promina,je→e,smena↔smjena,NOUN,13,13,1,ambiguous-surface-variants
review,,,,551,187002,lek,lik,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ekavian-sources|conflicts-with-higher-trust-ekavian-map|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,553,186320,mišlenje,mišljenje,mišlinje,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,569,182937,menjati,mijenjati,minjati,ije→e,menjanje↔mijenjanje,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,576,181415,vera,vjera,vira,je→e,overa↔ovjera,NOUN,13,13,1,ambiguous-surface-variants
known,,,,594,175799,sledeći,sljedeći,slideći,je→e,,ADJ,28,28,16,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,598,174032,mera,mjera,mira,je→e,namera↔namjera,NOUN,13,13,1,ambiguous-surface-variants
known,,,,599,173651,negde,negdje,negdi,je→e,gde↔gdje,ADV,1,1,0,fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,602,173019,nedelja,nedjelja,nedilja,je→e,nedeljni↔nedjeljni,NOUN,13,13,1,ambiguous-surface-variants
known,,,,611,171466,razumeti,razumjeti,razumiti,je→e,sporazumeti↔sporazumjeti,ADV|VERB,29,24,0,
accepted,,,,636,166724,lepo,lijepo,lipo,ije→e,lep↔lijep,ADV,3,3,0,
known,,,,640,165481,rešenje,rješenje,rišenje,je→e,razrešenje↔razrješenje,NOUN,13,13,1,ambiguous-surface-variants
known,,,,642,165318,vrednost,vrijednost,vridnost,ije→e,protivvrednost↔protivvrijednost,NOUN,13,13,1,ambiguous-surface-variants
known,,,,645,163912,delo,djelo,dilo,je→e,delokrug↔djelokrug,NOUN,13,13,1,ambiguous-surface-variants
review,,,,706,151390,nekako,nikako,,i→e,,ADV,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,715,149775,povest,povijest,povist,ije→e,vest↔vijest,NOUN,13,13,1,ambiguous-surface-variants
review,,,,732,146701,pobediti,pobijediti,pobiditi,ije→e,obezbediti↔obezbijediti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,741,144354,osećaj,osjećaj,osićaj,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,746,143369,vrediti,vrijediti,vriditi,ije→e,obezvrediti↔obezvrijediti,ADV|VERB,23,23,0,conflicts-with-higher-trust-ijekavian-map
known,,,,756,141413,posle,poslije,posli,ije→e,,ADP|ADV,2,2,0,no-higher-trust-family-anchor|fewer-than-three-compatible-msd-slots
known,,,,759,140628,predlog,prijedlog,pridlog,ije→e,pre↔prije,NOUN,14,14,0,
known,,,,772,138911,delovanje,djelovanje,dilovanje,je→e,sudelovanje↔sudjelovanje,NOUN,13,13,1,ambiguous-surface-variants
known,,,,773,138868,uspeh,uspjeh,uspih,je→e,uspešni↔uspješni,NOUN,14,14,0,
review,,,,798,133881,primerice,primjerice,primirice,je→e,primer↔primjer,ADV,1,1,0,fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,830,129444,deonica,dionica,,i→e,,NOUN,13,0,1,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-two-changed-surface-pairs|ambiguous-surface-variants
review,,,,835,129220,ovesiti,ovisiti,,i→e,,ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,839,128510,nemački,njemački,nimački,je→e,,ADJ|ADV,28,28,16,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,847,127066,osetiti,osjetiti,osititi,je→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,848,127029,svestan,svjestan,svistan,je→e,svesni↔svjesni,ADJ,64,64,32,ambiguous-surface-variants
known,,,,855,125459,posledica,posljedica,poslidica,je→e,poslednji↔posljednji,NOUN,13,13,1,ambiguous-surface-variants
review,,,,857,125305,posetiti,posjetiti,posititi,je→e,osetiti↔osjetiti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,859,125250,uspešan,uspješan,uspišan,je→e,uspeh↔uspjeh,ADJ,91,91,48,ambiguous-surface-variants
review,,,,866,124019,lečnik,liječnik,ličnik,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,879,122453,peti,piti,,i→e,,ADJ,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,896,120473,lek,lijek,lik,ije→e,,NOUN,14,14,0,no-higher-trust-family-anchor
review,,,,897,120434,premer,premijer,premir,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|conflicts-with-higher-trust-ekavian-map|ambiguous-surface-variants
known,,,,902,120015,sednica,sjednica,sidnica,je→e,predsednica↔predsjednica,NOUN,13,13,1,ambiguous-surface-variants
known,,,,912,119258,sreda,srijeda,srida,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,913,119248,čest,čist,,i→e,,ADJ,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,917,118905,leto,ljeto,lito,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,928,118011,viseti,visiti,,i→e,,ADV|VERB,18,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-two-changed-surface-pairs
review,,,,938,116113,deliti,dijeliti,diliti,ije→e,dodeliti↔dodijeliti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
accepted,,,,946,115327,doživeti,doživjeti,doživiti,je→e,živeti↔živjeti,ADV|VERB,23,13,0,
known,,,,960,113969,devojka,djevojka,divojka,je→e,,NOUN,11,11,3,no-higher-trust-family-anchor|ambiguous-surface-variants
accepted,,,,969,112939,umreti,umrijeti,umriti,ije→e,uneti↔unijeti,ADV|VERB,29,14,0,
known,,,,972,112620,primena,primjena,primina,je→e,primeniti↔primjeniti,NOUN,13,13,1,ambiguous-surface-variants
review,,,,979,111950,smer,smjer,smir,je→e,premer↔premjer,NOUN,13,13,1,ambiguous-surface-variants
known,,,,983,111635,smestiti,smjestiti,smistiti,je→e,namestiti↔namjestiti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,985,111419,vredan,vrijedan,vridan,ije→e,vrednost↔vrijednost,ADJ,91,91,48,ambiguous-surface-variants
review,,,,991,110481,ponedeljak,ponedjeljak,ponediljak,je→e,odeljak↔odjeljak,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1001,109502,sećati,sjećati,sićati,je→e,sećanje↔sjećanje,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,1003,109239,sediti,sjediti,siditi,je→e,sedište↔sjedište,ADV|VERB,23,23,0,conflicts-with-higher-trust-ijekavian-map
review,,,,1003,109239,sjedeti,sjediti,,i→e,,ADV|VERB,17,0,0,i-reflex-review-only|competing-ijekavian-targets|conflicts-with-higher-trust-ijekavian-map|fewer-than-two-changed-surface-pairs
accepted,,,,1019,107927,setiti,sjetiti,sititi,je→e,osetiti↔osjetiti,ADV|VERB,23,23,0,
review,,,,1024,107426,prelično,prilično,,i→e,,ADV,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,1034,106263,odel,odjel,odil,je→e,odeljak↔odjeljak,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1038,105658,prerodan,prirodan,,i→e,,ADJ,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,1040,105360,podeliti,podijeliti,podiliti,ije→e,dodeliti↔dodijeliti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,1072,102105,delatnik,djelatnik,dilatnik,je→e,delatnost↔djelatnost,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1076,101494,razvejati,razvijati,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,1102,98769,vest,vijest,vist,ije→e,svest↔svijest,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1109,98429,svetlo,svjetlo,svitlo,je→e,svetski↔svjetski,NOUN,13,13,1,competing-ijekavian-targets|ambiguous-surface-variants
known,,,,1115,97855,uspešno,uspješno,uspišno,je→e,uspešni↔uspješni,ADV,3,3,0,
review,,,,1120,97648,vernik,vjernik,virnik,je→e,vera↔vjera,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1121,97632,podsetiti,podsjetiti,podsititi,je→e,osetiti↔osjetiti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,1139,95797,pevati,pjevati,pivati,je→e,delovati↔djelovati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,1141,95589,namera,namjera,namira,je→e,nameravani↔namjeravani,NOUN,13,13,1,ambiguous-surface-variants
known,,,,1158,94466,savet,savjet,savit,je→e,savetnik↔savjetnik,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1163,94112,paper,papir,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,1200,92154,posetitelj,posjetitelj,posititelj,je→e,posed↔posjed,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1210,91434,plen,plin,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,1224,90345,pretisak,pritisak,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,1226,90227,sprečiti,spriječiti,spričiti,ije→e,sprečenost↔spriječenost,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,1232,89643,umetnost,umjetnost,umitnost,je→e,delatnost↔djelatnost,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1241,88754,preći,prijeći,prići,ije→e,pre↔prije,ADJ|ADV|VERB,60,53,16,ambiguous-surface-variants
known,,,,1255,87725,proveriti,provjeriti,proviriti,je→e,overiti↔ovjeriti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,1261,87155,nameniti,namijeniti,naminiti,ije→e,zameniti↔zamijeniti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,1283,85810,podneti,podnijeti,podniti,ije→e,uneti↔unijeti,ADJ|ADV|VERB,60,50,16,ambiguous-surface-variants
review,,,,1292,84893,zvezda,zvijezda,zvizda,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,1297,84640,predvideti,predvidjeti,predviditi,je→e,videti↔vidjeti,ADJ|ADV|VERB,60,13,16,ambiguous-surface-variants
review,,,,1310,83693,lečenje,liječenje,ličenje,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,1312,83504,zameniti,zamijeniti,zaminiti,ije→e,nameniti↔namijeniti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,1324,82316,podsećati,podsjećati,podsićati,je→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,1326,82012,uveriti,uvjeriti,uviriti,je→e,overiti↔ovjeriti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,1333,81726,odeća,odjeća,odića,je→e,odeljak↔odjeljak,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1358,79710,dečji,dječji,dičji,je→e,,ADJ,28,28,16,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,1360,79378,naselje,nasilje,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,1373,78507,umetnik,umjetnik,umitnik,je→e,umetnički↔umjetnički,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1377,78148,retko,rijetko,ritko,ije→e,,ADV,3,3,0,no-higher-trust-family-anchor
known,,,,1384,77620,zahtevati,zahtijevati,zahtivati,ije→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,1389,77452,udel,udjel,udil,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,1401,77031,najpre,najprije,najpri,ije→e,pre↔prije,ADV,1,1,0,fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,1407,76593,prosečan,prosječan,prosičan,je→e,prosek↔prosjek,ADJ,37,37,16,ambiguous-surface-variants
review,,,,1422,75748,poset,posjet,posit,je→e,posed↔posjed,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1424,75646,lepota,ljepota,lipota,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,1431,75315,svedok,svjedok,svidok,je→e,svedokinja↔svjedokinja,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1445,74483,stezati,stizati,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
accepted,,,,1448,74094,sesti,sjesti,sisti,je→e,zaposesti↔zaposjesti,ADV|VERB,23,23,0,
known,,,,1449,74085,procena,procjena,procina,je→e,ocena↔ocjena,NOUN,13,13,1,ambiguous-surface-variants
known,,,,1453,73940,posedovati,posjedovati,posidovati,je→e,posed↔posjed,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,1465,73540,izvešće,izvješće,izvišće,je→e,izveštaj↔izvještaj,NOUN,13,13,1,ambiguous-surface-variants
known,,,,1474,73301,ocena,ocjena,ocina,je→e,procena↔procjena,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1485,72739,pobednik,pobjednik,pobidnik,je→e,naslednik↔nasljednik,NOUN,13,13,1,ambiguous-surface-variants
known,,,,1497,72189,izneti,iznijeti,izniti,ije→e,uneti↔unijeti,ADJ|ADV|VERB,60,50,16,ambiguous-surface-variants
review,,,,1519,70961,usmeriti,usmjeriti,usmiriti,je→e,odmeriti↔odmjeriti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,1520,70944,mleko,mlijeko,mliko,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,1530,70547,svedočiti,svjedočiti,svidočiti,je→e,svedok↔svjedok,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,1555,69332,sudelovanje,sudjelovanje,sudilovanje,je→e,delovanje↔djelovanje,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1576,68352,pretiti,prijetiti,prititi,ije→e,pre↔prije,ADV|VERB,17,17,6,ambiguous-surface-variants
known,,,,1581,67988,preneti,prenijeti,preniti,ije→e,uneti↔unijeti,ADJ|ADV|VERB,60,50,16,ambiguous-surface-variants
review,,,,1586,67864,boleti,boljeti,boliti,je→e,voleti↔voljeti,ADJ|ADV|VERB,54,6,16,ambiguous-surface-variants
review,,,,1598,67525,nigde,nigdje,nigdi,je→e,gde↔gdje,ADV,1,1,0,fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,1607,66923,reka,rijeka,rika,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,1610,66688,levi,lijevi,livi,ije→e,levo↔lijevo,ADJ,27,27,16,ambiguous-surface-variants
known,,,,1615,66459,poverenje,povjerenje,povirenje,je→e,povereni↔povjereni,NOUN,13,13,1,ambiguous-surface-variants
known,,,,1616,66435,unapred,unaprijed,unaprid,ije→e,napred↔naprijed,ADV,1,1,0,fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,1663,64502,prevoz,prijevoz,privoz,ije→e,pre↔prije,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1665,64415,tek,tijek,tik,ije→e,,NOUN,14,14,0,no-higher-trust-family-anchor
review,,,,1666,64401,poverenstvo,povjerenstvo,povirenstvo,je→e,povereni↔povjereni,NOUN,13,13,1,ambiguous-surface-variants
known,,,,1683,63731,oceniti,ocijeniti,ociniti,ije→e,proceniti↔procijeniti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,1694,63324,nameravati,namjeravati,namiravati,je→e,namera↔namjera,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,1698,63114,ceniti,cijeniti,ciniti,ije→e,oceniti↔ocijeniti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,1702,63044,pobeći,pobjeći,pobići,je→e,izbeći↔izbjeći,ADV|VERB,20,20,3,ambiguous-surface-variants
known,,,,1703,62975,primetiti,primijetiti,primititi,ije→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,1705,62801,svest,svijest,svist,ije→e,vest↔vijest,NOUN,13,13,1,ambiguous-surface-variants
review,,,,1710,62619,međuvreme,međuvrijeme,međuvrime,ije→e,vreme↔vrijeme,NOUN,13,3,1,ambiguous-surface-variants
known,,,,1713,62471,delatnost,djelatnost,dilatnost,je→e,delo↔djelo,NOUN,13,13,1,ambiguous-surface-variants
known,,,,1727,61629,rešavati,rješavati,rišavati,je→e,razrešavati↔razrješavati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,1734,61212,izbegavati,izbjegavati,izbigavati,je→e,izbeći↔izbjeći,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,1739,61132,popeti,popiti,,i→e,,ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,1749,60694,ozleda,ozljeda,ozlida,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,1752,60639,greh,grijeh,grih,ije→e,,NOUN,6,6,8,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,1755,60463,štetiti,štititi,,i→e,,ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,1758,60369,severni,sjeverni,siverni,je→e,,ADJ,27,27,16,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,1767,59878,rešavanje,rješavanje,rišavanje,je→e,rešavati↔rješavati,NOUN,13,13,1,ambiguous-surface-variants
known,,,,1768,59797,vetar,vjetar,vitar,je→e,,NOUN,14,14,0,no-higher-trust-family-anchor
review,,,,1789,58930,ozlediti,ozlijediti,ozliditi,ije→e,slediti↔slijediti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,1800,58660,izbeći,izbjeći,izbići,je→e,izbegavati↔izbjegavati,ADJ|ADV|VERB,57,57,19,ambiguous-surface-variants
known,,,,1814,58283,primenjivati,primjenjivati,priminjivati,je→e,primenjivi↔primjenjivi,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,1829,57835,uslediti,uslijediti,usliditi,ije→e,slediti↔slijediti,ADV|VERB,23,23,0,
